source,target,r_max_vis_prob,r_max_vis_node,r_max_vis_prob_2,r_max_vis_node_2,r_average_vis_prob,r_median_vis_prob,r_stdev_vis_prob,r_max_vis_prob_rev,r_max_vis_node_rev,r_max_vis_prob_2_rev,r_max_vis_node_2_rev,r_average_vis_prob_rev,r_median_vis_prob_rev,r_stdev_vis_prob_rev,nb_max_vis_prob,nb_max_vis_node,nb_max_vis_prob_2,nb_max_vis_node_2,nb_average_vis_prob,nb_median_vis_prob,nb_stdev_vis_prob,nb_max_vis_prob_rev,nb_max_vis_node_rev,nb_max_vis_prob_2_rev,nb_max_vis_node_2_rev,nb_average_vis_prob_rev,nb_median_vis_prob_rev,nb_stdev_vis_prob_rev,lrv_max_vis_prob,lrv_max_vis_node,lrv_max_vis_prob_2,lrv_max_vis_node_2,lrv_average_vis_prob,lrv_median_vis_prob,lrv_stdev_vis_prob,lrv_max_vis_prob_rev,lrv_max_vis_node_rev,lrv_max_vis_prob_2_rev,lrv_max_vis_node_2_rev,lrv_average_vis_prob_rev,lrv_median_vis_prob_rev,lrv_stdev_vis_prob_rev
LJU,TAR,0.918,MIL,0.807,PRA,0.443,0.41,0.231,0.924,MIL,0.792,PRA,0.472,0.439,0.203,0.845,MIL,0.787,PRA,0.443,0.428,0.178,0.851,MIL,0.776,PRA,0.475,0.491,0.16,0.883,MIL,0.772,POZ,0.472,0.462,0.172,0.814,MIL,0.749,PRA,0.48,0.466,0.157
LJU,POR,0.969,MIL,0.804,MAR,0.343,0.263,0.22,0.973,MIL,0.821,BIL,0.382,0.34,0.208,0.923,MIL,0.762,MAR,0.382,0.341,0.183,0.921,MIL,0.742,BIL,0.416,0.373,0.173,0.937,MIL,0.777,MAD,0.415,0.373,0.173,0.883,MIL,0.777,BIL,0.431,0.415,0.167
LJU,LON,0.953,MIL,0.816,GEN,0.318,0.267,0.204,0.939,MIL,0.792,GEN,0.315,0.261,0.191,0.884,MIL,0.763,PAR,0.36,0.319,0.166,0.874,MIL,0.713,PAR,0.361,0.318,0.163,0.9,MIL,0.762,PAR,0.385,0.344,0.16,0.851,MIL,0.788,PAR,0.398,0.357,0.162
LJU,SIN,1.0,LIS,0.966,MIL,0.39,0.312,0.256,1.0,LIS,0.972,MIL,0.436,0.384,0.229,1.0,LIS,0.933,MIL,0.431,0.377,0.21,1.0,LIS,0.929,MIL,0.48,0.432,0.189,1.0,LIS,0.95,MIL,0.458,0.405,0.199,1.0,LIS,0.91,MIL,0.46,0.405,0.188
LJU,MIL,0.248,ZAG,0.194,BUD,0.059,0.025,0.062,0.197,ZAG,0.149,SOF,0.042,0.009,0.053,0.413,ZAG,0.31,BUD,0.109,0.071,0.088,0.33,ZAG,0.246,BUD,0.072,0.03,0.079,0.476,ZAG,0.373,BUD,0.138,0.094,0.099,0.414,ZAG,0.32,SOF,0.111,0.063,0.093
LJU,LUX,0.949,MIL,0.797,FRA,0.335,0.291,0.205,0.928,MIL,0.81,FRA,0.329,0.275,0.192,0.891,MIL,0.771,FRA,0.384,0.343,0.169,0.881,MIL,0.767,FRA,0.385,0.337,0.159,0.894,MIL,0.729,FRA,0.418,0.391,0.163,0.839,MIL,0.803,FRA,0.409,0.356,0.162
LJU,TIR,0.715,MIL,0.403,ZAG,0.202,0.175,0.116,0.726,MIL,0.399,ZAG,0.201,0.166,0.118,0.714,MIL,0.511,SOF,0.263,0.227,0.117,0.722,MIL,0.52,ZAG,0.268,0.226,0.118,0.737,MIL,0.587,ZAG,0.346,0.312,0.117,0.744,MIL,0.619,SOF,0.36,0.326,0.122
LJU,POZ,0.927,MIL,0.812,PRA,0.32,0.286,0.215,0.882,MIL,0.843,PRA,0.322,0.305,0.206,0.842,MIL,0.747,PRA,0.354,0.321,0.177,0.823,MIL,0.813,PRA,0.343,0.316,0.194,0.869,MIL,0.727,PRA,0.383,0.37,0.18,0.82,PRA,0.785,MIL,0.378,0.36,0.185
LJU,THE,1.0,SOF,0.689,ZAG,0.215,0.12,0.214,1.0,SOF,0.661,ZAG,0.259,0.181,0.196,1.0,SOF,0.652,ZAG,0.279,0.21,0.186,1.0,SOF,0.66,ZAG,0.312,0.252,0.178,1.0,SOF,0.712,MIL,0.368,0.334,0.179,1.0,SOF,0.76,ZAG,0.364,0.313,0.185
LJU,MAD,0.97,MIL,0.794,MAR,0.279,0.236,0.191,0.965,MIL,0.839,MAR,0.285,0.243,0.188,0.914,MIL,0.719,MAR,0.342,0.31,0.163,0.929,MIL,0.774,MAR,0.329,0.288,0.171,0.931,MIL,0.722,MAR,0.369,0.339,0.164,0.907,MIL,0.768,MAR,0.371,0.33,0.166
LJU,POD,1.0,ZAG,0.351,BEL,0.128,0.067,0.162,1.0,ZAG,0.423,BUD,0.186,0.127,0.159,1.0,ZAG,0.408,SOF,0.198,0.144,0.152,1.0,ZAG,0.498,SOF,0.271,0.218,0.147,1.0,ZAG,0.616,MIL,0.344,0.296,0.155,1.0,ZAG,0.591,SOF,0.337,0.277,0.153
LJU,SKO,0.711,SOF,0.71,ZAG,0.197,0.113,0.177,0.711,ZAG,0.701,BEL,0.223,0.157,0.162,0.734,SOF,0.69,ZAG,0.267,0.201,0.155,0.714,SOF,0.692,ZAG,0.283,0.227,0.146,0.759,SOF,0.751,ZAG,0.355,0.311,0.149,0.798,SOF,0.784,BEL,0.336,0.287,0.16
LJU,OSL,0.93,COP,0.929,MIL,0.446,0.408,0.233,0.925,COP,0.915,MIL,0.477,0.426,0.215,0.848,MIL,0.788,COP,0.465,0.453,0.187,0.844,MIL,0.791,COP,0.49,0.489,0.164,0.886,MIL,0.745,COP,0.485,0.486,0.178,0.843,COP,0.822,MIL,0.489,0.442,0.166
LJU,NIC,1.0,SOF,1.0,THE,0.285,0.143,0.275,1.0,SOF,1.0,THE,0.371,0.262,0.249,1.0,SOF,1.0,THE,0.335,0.226,0.236,1.0,SOF,1.0,THE,0.405,0.312,0.214,1.0,SOF,1.0,THE,0.401,0.336,0.216,1.0,SOF,1.0,THE,0.412,0.322,0.216
BER,PRA,0.652,POZ,0.378,HAM,0.152,0.111,0.115,0.706,POZ,0.342,HAM,0.13,0.103,0.125,0.611,POZ,0.48,HAM,0.202,0.175,0.114,0.673,POZ,0.47,HAM,0.18,0.141,0.141,0.635,POZ,0.541,HAM,0.236,0.193,0.135,0.66,POZ,0.537,HAM,0.232,0.213,0.145
BER,VIE,0.776,PRA,0.618,POZ,0.241,0.188,0.173,0.824,PRA,0.663,POZ,0.224,0.193,0.179,0.737,PRA,0.598,POZ,0.271,0.217,0.154,0.795,PRA,0.659,POZ,0.262,0.251,0.174,0.719,PRA,0.622,POZ,0.309,0.28,0.153,0.787,PRA,0.688,POZ,0.317,0.306,0.171
BER,BRA,0.864,VIE,0.815,PRA,0.342,0.321,0.197,0.904,VIE,0.827,PRA,0.328,0.283,0.199,0.793,VIE,0.757,PRA,0.356,0.325,0.164,0.821,VIE,0.776,PRA,0.356,0.324,0.167,0.802,VIE,0.767,PRA,0.395,0.365,0.156,0.839,VIE,0.793,PRA,0.403,0.368,0.165
BER,HEL,0.817,COP,0.321,OSL,0.101,0.051,0.136,0.826,COP,0.385,HAM,0.126,0.085,0.132,0.65,COP,0.404,POZ,0.156,0.098,0.127,0.666,COP,0.405,POZ,0.172,0.122,0.119,0.634,COP,0.497,POZ,0.239,0.196,0.115,0.63,COP,0.46,POZ,0.223,0.183,0.11
BER,STO,0.907,COP,0.611,HEL,0.109,0.04,0.179,0.879,COP,0.618,HEL,0.159,0.099,0.167,0.756,COP,0.582,HEL,0.167,0.097,0.16,0.752,COP,0.631,HEL,0.216,0.151,0.148,0.8,COP,0.578,HEL,0.227,0.163,0.15,0.717,COP,0.677,HEL,0.261,0.205,0.151
BER,KAU,0.766,POZ,0.266,COP,0.13,0.094,0.118,0.766,POZ,0.304,COP,0.164,0.128,0.115,0.527,POZ,0.526,COP,0.178,0.123,0.136,0.598,POZ,0.485,COP,0.217,0.175,0.116,0.578,COP,0.564,POZ,0.256,0.214,0.125,0.656,POZ,0.468,COP,0.27,0.25,0.103
BER,RIG,0.587,POZ,0.577,KAU,0.146,0.075,0.143,0.6,POZ,0.587,KAU,0.19,0.129,0.133,0.542,POZ,0.518,KAU,0.179,0.122,0.134,0.552,POZ,0.536,COP,0.212,0.157,0.131,0.573,POZ,0.568,COP,0.255,0.21,0.125,0.616,POZ,0.579,KAU,0.248,0.219,0.112
BER,GEN,0.648,FRA,0.636,AMS,0.226,0.16,0.165,0.688,FRA,0.647,AMS,0.202,0.147,0.175,0.651,AMS,0.598,FRA,0.269,0.229,0.147,0.63,AMS,0.623,FRA,0.245,0.198,0.16,0.632,FRA,0.623,AMS,0.292,0.248,0.15,0.643,AMS,0.641,FRA,0.297,0.261,0.153
BER,MAR,0.731,GEN,0.695,AMS,0.293,0.232,0.196,0.725,GEN,0.709,FRA,0.278,0.191,0.193,0.666,AMS,0.645,GEN,0.323,0.298,0.163,0.643,GEN,0.642,AMS,0.316,0.285,0.159,0.661,AMS,0.631,GEN,0.343,0.311,0.153,0.717,GEN,0.666,FRA,0.364,0.332,0.161
BER,BIL,0.828,PAR,0.774,AMS,0.333,0.282,0.212,0.823,PAR,0.773,AMS,0.316,0.235,0.203,0.741,PAR,0.702,AMS,0.35,0.309,0.174,0.794,PAR,0.745,AMS,0.363,0.331,0.176,0.719,AMS,0.707,PAR,0.369,0.327,0.166,0.782,PAR,0.713,AMS,0.395,0.366,0.165
BER,PAR,0.745,AMS,0.621,HAM,0.226,0.162,0.168,0.737,AMS,0.628,HAM,0.215,0.151,0.167,0.714,AMS,0.616,HAM,0.245,0.178,0.146,0.694,AMS,0.625,HAM,0.245,0.206,0.156,0.686,AMS,0.626,HAM,0.278,0.235,0.144,0.652,AMS,0.617,POZ,0.305,0.285,0.147
BER,LJU,0.91,MIL,0.757,PRA,0.364,0.336,0.213,0.922,MIL,0.742,GEN,0.355,0.297,0.213,0.846,MIL,0.729,PRA,0.384,0.359,0.176,0.857,MIL,0.707,PRA,0.403,0.378,0.168,0.821,MIL,0.718,PRA,0.421,0.402,0.155,0.872,MIL,0.746,PRA,0.43,0.402,0.162
BER,ZAG,0.858,MIL,0.776,PRA,0.374,0.364,0.219,0.848,MIL,0.749,PRA,0.367,0.326,0.21,0.762,MIL,0.736,PRA,0.354,0.313,0.18,0.731,MIL,0.73,PRA,0.371,0.345,0.18,0.77,MIL,0.713,PRA,0.387,0.367,0.167,0.786,MIL,0.727,PRA,0.399,0.388,0.17
BER,HAM,0.303,COP,0.133,POZ,0.071,0.057,0.045,0.321,COP,0.145,HEL,0.069,0.051,0.05,0.384,COP,0.262,POZ,0.121,0.103,0.06,0.413,COP,0.274,POZ,0.115,0.089,0.072,0.456,COP,0.343,POZ,0.157,0.123,0.081,0.477,COP,0.405,POZ,0.205,0.181,0.083
BER,BUC,0.849,MIL,0.777,PRA,0.408,0.414,0.221,0.827,MIL,0.777,VIE,0.417,0.428,0.206,0.766,MIL,0.754,PRA,0.409,0.376,0.18,0.76,VIE,0.751,PRA,0.413,0.373,0.174,0.79,MIL,0.745,PRA,0.447,0.418,0.164,0.787,MIL,0.767,PRA,0.455,0.416,0.163
BER,SOF,0.861,MIL,0.771,PRA,0.366,0.376,0.237,0.88,MIL,0.771,PRA,0.381,0.359,0.228,0.772,MIL,0.725,PRA,0.341,0.334,0.199,0.76,MIL,0.735,PRA,0.362,0.353,0.196,0.754,MIL,0.724,PRA,0.368,0.369,0.191,0.783,MIL,0.716,PRA,0.379,0.374,0.193
BER,TAR,0.637,COP,0.624,HEL,0.133,0.064,0.154,0.68,COP,0.66,HEL,0.165,0.096,0.151,0.538,POZ,0.519,COP,0.18,0.123,0.137,0.602,COP,0.575,HEL,0.212,0.154,0.132,0.585,COP,0.561,POZ,0.259,0.213,0.126,0.585,POZ,0.54,KAU,0.257,0.221,0.119
BER,LIS,0.814,MAD,0.802,PAR,0.391,0.357,0.234,0.799,PAR,0.792,MAD,0.411,0.369,0.216,0.759,PAR,0.722,BIL,0.388,0.375,0.194,0.734,PAR,0.729,MAD,0.422,0.385,0.177,0.747,PAR,0.741,AMS,0.406,0.363,0.183,0.773,MAD,0.701,BIL,0.438,0.396,0.169
BER,POR,0.848,BIL,0.831,PAR,0.388,0.339,0.225,0.867,BIL,0.844,PAR,0.409,0.338,0.215,0.779,PAR,0.776,BIL,0.404,0.396,0.19,0.793,PAR,0.792,BIL,0.419,0.377,0.177,0.735,PAR,0.735,AMS,0.411,0.362,0.175,0.805,BIL,0.79,PAR,0.434,0.394,0.169
BER,COP,0.317,HAM,0.117,POZ,0.059,0.048,0.048,0.337,HAM,0.136,AMS,0.067,0.058,0.05,0.358,HAM,0.33,POZ,0.136,0.105,0.075,0.371,HAM,0.27,POZ,0.117,0.095,0.065,0.43,HAM,0.428,POZ,0.212,0.183,0.082,0.405,HAM,0.379,POZ,0.188,0.159,0.077
BER,LON,0.838,AMS,0.665,HAM,0.243,0.185,0.172,0.853,AMS,0.69,HAM,0.24,0.178,0.167,0.791,AMS,0.633,HAM,0.287,0.241,0.152,0.823,AMS,0.677,HAM,0.283,0.238,0.154,0.787,AMS,0.654,HAM,0.316,0.268,0.15,0.81,AMS,0.685,PAR,0.363,0.318,0.151
BER,IST,1.0,SOF,0.904,MIL,0.47,0.49,0.244,1.0,SOF,0.875,MIL,0.466,0.463,0.227,1.0,SOF,0.835,MIL,0.447,0.45,0.202,1.0,SOF,0.839,MIL,0.471,0.464,0.19,1.0,SOF,0.85,MIL,0.481,0.466,0.183,1.0,SOF,0.865,MIL,0.493,0.477,0.188
BER,DUB,0.862,AMS,0.799,LON,0.317,0.25,0.209,0.862,AMS,0.836,LON,0.328,0.249,0.197,0.806,AMS,0.743,PAR,0.332,0.272,0.174,0.826,AMS,0.723,LON,0.357,0.297,0.166,0.817,AMS,0.769,PAR,0.36,0.31,0.169,0.799,AMS,0.794,PAR,0.41,0.378,0.159
BER,SIN,1.0,LIS,0.902,MAD,0.45,0.428,0.261,1.0,LIS,0.876,MAD,0.473,0.417,0.238,1.0,LIS,0.803,BIL,0.445,0.406,0.22,1.0,LIS,0.812,PAR,0.484,0.444,0.192,1.0,LIS,0.781,MAD,0.455,0.404,0.201,1.0,LIS,0.764,BIL,0.474,0.431,0.18
BER,MIL,0.666,PRA,0.65,FRA,0.233,0.177,0.2,0.658,PRA,0.62,FRA,0.223,0.173,0.199,0.655,PRA,0.591,AMS,0.262,0.206,0.162,0.655,PRA,0.6,POZ,0.249,0.247,0.182,0.669,PRA,0.61,POZ,0.292,0.266,0.166,0.646,PRA,0.645,AMS,0.285,0.261,0.189
BER,BRU,0.798,AMS,0.655,HAM,0.225,0.177,0.163,0.794,AMS,0.675,HAM,0.208,0.142,0.158,0.76,AMS,0.641,HAM,0.264,0.218,0.146,0.752,AMS,0.654,HAM,0.263,0.226,0.145,0.728,AMS,0.637,HAM,0.304,0.271,0.143,0.746,AMS,0.608,FRA,0.335,0.302,0.136
BER,LUX,0.769,AMS,0.763,FRA,0.275,0.217,0.18,0.755,FRA,0.71,AMS,0.272,0.205,0.165,0.742,AMS,0.708,FRA,0.303,0.257,0.156,0.731,FRA,0.71,AMS,0.32,0.28,0.148,0.758,AMS,0.688,FRA,0.345,0.288,0.155,0.773,FRA,0.734,AMS,0.387,0.362,0.149
BER,TIR,0.922,MIL,0.756,PRA,0.368,0.35,0.214,0.946,MIL,0.75,GEN,0.356,0.296,0.221,0.856,MIL,0.738,PRA,0.397,0.374,0.174,0.871,MIL,0.728,PRA,0.396,0.367,0.171,0.864,MIL,0.723,PRA,0.426,0.401,0.159,0.901,MIL,0.735,PRA,0.431,0.413,0.166
BER,POZ,0.169,HAM,0.148,AMS,0.078,0.071,0.035,0.178,HAM,0.154,COP,0.076,0.071,0.038,0.377,COP,0.343,HEL,0.141,0.106,0.09,0.343,COP,0.305,HEL,0.125,0.101,0.083,0.478,COP,0.407,HEL,0.178,0.131,0.108,0.343,COP,0.336,HAM,0.156,0.139,0.078
BER,THE,1.0,SOF,0.896,MIL,0.448,0.457,0.26,1.0,SOF,0.895,MIL,0.473,0.489,0.23,1.0,SOF,0.813,MIL,0.428,0.433,0.218,1.0,SOF,0.82,MIL,0.458,0.447,0.198,1.0,SOF,0.852,MIL,0.477,0.499,0.206,1.0,SOF,0.859,MIL,0.491,0.511,0.201
BER,COR,0.863,PAR,0.843,AMS,0.32,0.246,0.212,0.852,PAR,0.826,AMS,0.342,0.263,0.191,0.811,AMS,0.742,PAR,0.331,0.279,0.178,0.798,AMS,0.775,PAR,0.366,0.318,0.162,0.816,AMS,0.774,PAR,0.363,0.3,0.172,0.846,PAR,0.748,AMS,0.427,0.392,0.156
BER,FRA,0.564,AMS,0.553,HAM,0.172,0.123,0.13,0.564,HAM,0.55,AMS,0.148,0.094,0.138,0.588,HAM,0.582,AMS,0.208,0.176,0.125,0.572,HAM,0.559,POZ,0.191,0.13,0.142,0.599,HAM,0.575,POZ,0.26,0.208,0.133,0.579,AMS,0.572,POZ,0.264,0.226,0.126
BER,MAD,0.75,AMS,0.746,PAR,0.339,0.289,0.215,0.732,GEN,0.725,AMS,0.349,0.297,0.201,0.726,PAR,0.718,AMS,0.353,0.303,0.172,0.699,AMS,0.691,PAR,0.369,0.353,0.169,0.705,AMS,0.691,PAR,0.369,0.335,0.164,0.703,PRA,0.683,MAR,0.411,0.377,0.159
BER,BUD,0.787,PRA,0.773,MIL,0.363,0.348,0.208,0.798,VIE,0.788,PRA,0.365,0.326,0.204,0.748,PRA,0.727,VIE,0.342,0.302,0.169,0.751,PRA,0.729,VIE,0.358,0.324,0.176,0.731,PRA,0.702,MIL,0.376,0.335,0.162,0.739,PRA,0.702,VIE,0.38,0.355,0.168
BER,POD,1.0,ZAG,0.888,MIL,0.466,0.487,0.243,1.0,ZAG,0.885,MIL,0.484,0.473,0.214,1.0,ZAG,0.832,MIL,0.463,0.452,0.203,1.0,ZAG,0.854,MIL,0.502,0.473,0.177,1.0,ZAG,0.851,MIL,0.504,0.475,0.18,1.0,ZAG,0.866,MIL,0.526,0.494,0.17
BER,SKO,0.899,MIL,0.817,SOF,0.44,0.459,0.232,0.884,MIL,0.787,PRA,0.447,0.452,0.214,0.826,MIL,0.81,SOF,0.44,0.418,0.191,0.812,MIL,0.802,SOF,0.448,0.434,0.174,0.843,MIL,0.82,SOF,0.474,0.448,0.17,0.845,SOF,0.845,MIL,0.479,0.47,0.174
BER,OSL,0.945,COP,0.422,HEL,0.095,0.037,0.162,0.931,COP,0.405,HAM,0.127,0.075,0.153,0.762,COP,0.583,HEL,0.162,0.089,0.159,0.795,COP,0.538,HEL,0.204,0.145,0.143,0.798,COP,0.569,HEL,0.218,0.154,0.147,0.789,COP,0.61,HEL,0.234,0.178,0.143
BER,KIE,1.0,POZ,0.318,PRA,0.133,0.091,0.149,1.0,POZ,0.359,PRA,0.188,0.148,0.144,1.0,POZ,0.334,COP,0.189,0.152,0.145,1.0,POZ,0.453,COP,0.257,0.214,0.146,1.0,POZ,0.49,COP,0.306,0.282,0.138,1.0,POZ,0.495,COP,0.322,0.297,0.139
BER,NIC,1.0,SOF,1.0,THE,0.564,0.594,0.27,1.0,SOF,1.0,THE,0.582,0.632,0.249,1.0,SOF,1.0,THE,0.514,0.521,0.231,1.0,SOF,1.0,THE,0.564,0.564,0.198,1.0,SOF,1.0,THE,0.531,0.516,0.209,1.0,SOF,1.0,THE,0.547,0.539,0.201
HAM,PRA,0.582,AMS,0.531,FRA,0.199,0.149,0.125,0.527,POZ,0.473,AMS,0.165,0.141,0.127,0.543,AMS,0.477,FRA,0.224,0.223,0.106,0.584,POZ,0.439,BER,0.184,0.158,0.129,0.503,POZ,0.497,AMS,0.225,0.197,0.103,0.516,POZ,0.484,AMS,0.217,0.202,0.117
HAM,VIE,0.693,AMS,0.671,PRA,0.254,0.198,0.174,0.75,PRA,0.593,AMS,0.225,0.193,0.176,0.674,AMS,0.653,PRA,0.285,0.238,0.151,0.762,PRA,0.561,POZ,0.253,0.241,0.163,0.68,PRA,0.654,AMS,0.311,0.253,0.149,0.758,PRA,0.598,FRA,0.312,0.318,0.16
HAM,HEL,0.867,COP,0.428,BER,0.104,0.046,0.15,0.88,COP,0.47,BER,0.127,0.073,0.145,0.73,COP,0.483,BER,0.157,0.1,0.139,0.73,COP,0.463,BER,0.173,0.125,0.126,0.726,COP,0.564,BER,0.229,0.183,0.128,0.7,COP,0.48,BER,0.206,0.16,0.125
HAM,STO,0.92,COP,0.608,HEL,0.113,0.041,0.186,0.912,COP,0.628,HEL,0.153,0.076,0.18,0.832,COP,0.551,HEL,0.155,0.084,0.171,0.792,COP,0.636,HEL,0.214,0.149,0.159,0.844,COP,0.582,HEL,0.212,0.144,0.167,0.761,COP,0.679,HEL,0.256,0.189,0.161
HAM,KAU,0.728,POZ,0.626,BER,0.185,0.13,0.143,0.762,POZ,0.61,BER,0.225,0.193,0.136,0.641,COP,0.575,HEL,0.187,0.116,0.164,0.616,POZ,0.557,COP,0.232,0.181,0.13,0.672,COP,0.581,HEL,0.257,0.199,0.147,0.667,POZ,0.553,BER,0.276,0.245,0.114
HAM,RIG,0.627,COP,0.553,BER,0.178,0.101,0.168,0.611,COP,0.594,POZ,0.211,0.137,0.157,0.636,COP,0.575,HEL,0.189,0.12,0.159,0.622,COP,0.56,HEL,0.223,0.161,0.147,0.678,COP,0.589,HEL,0.257,0.2,0.145,0.619,POZ,0.585,KAU,0.26,0.22,0.125
HAM,MAR,0.826,AMS,0.749,GEN,0.271,0.207,0.197,0.744,AMS,0.731,GEN,0.253,0.16,0.188,0.768,AMS,0.651,GEN,0.302,0.242,0.164,0.679,AMS,0.638,GEN,0.303,0.268,0.153,0.74,AMS,0.655,FRA,0.325,0.259,0.157,0.717,GEN,0.677,AMS,0.346,0.304,0.154
HAM,PAR,0.853,AMS,0.511,FRA,0.185,0.129,0.157,0.82,AMS,0.498,FRA,0.172,0.116,0.154,0.792,AMS,0.487,FRA,0.206,0.16,0.136,0.719,AMS,0.494,FRA,0.213,0.177,0.135,0.747,AMS,0.552,FRA,0.253,0.213,0.134,0.666,AMS,0.564,PRA,0.283,0.27,0.134
HAM,LJU,0.92,MIL,0.76,AMS,0.352,0.322,0.211,0.927,MIL,0.752,GEN,0.343,0.29,0.212,0.857,MIL,0.708,AMS,0.383,0.356,0.176,0.851,MIL,0.685,PRA,0.379,0.352,0.168,0.843,MIL,0.73,AMS,0.415,0.403,0.17,0.88,MIL,0.696,PRA,0.411,0.382,0.162
HAM,ZAG,0.857,MIL,0.764,AMS,0.356,0.337,0.218,0.869,MIL,0.731,GEN,0.359,0.33,0.215,0.781,MIL,0.693,AMS,0.352,0.33,0.178,0.725,MIL,0.703,PRA,0.349,0.314,0.174,0.788,MIL,0.711,AMS,0.378,0.374,0.176,0.753,MIL,0.707,PRA,0.37,0.341,0.164
HAM,SOF,0.878,MIL,0.772,AMS,0.358,0.348,0.241,0.902,MIL,0.744,GEN,0.368,0.362,0.228,0.765,MIL,0.693,AMS,0.335,0.331,0.196,0.754,MIL,0.692,PRA,0.344,0.335,0.19,0.797,MIL,0.712,AMS,0.36,0.358,0.2,0.776,MIL,0.69,PRA,0.36,0.352,0.185
HAM,TAR,0.765,COP,0.7,HEL,0.145,0.066,0.175,0.752,COP,0.692,HEL,0.187,0.115,0.162,0.635,COP,0.569,HEL,0.185,0.116,0.158,0.671,COP,0.614,HEL,0.216,0.157,0.145,0.684,COP,0.588,HEL,0.254,0.2,0.141,0.615,COP,0.563,POZ,0.245,0.191,0.14
HAM,LIS,0.864,AMS,0.81,PAR,0.35,0.29,0.238,0.811,MAD,0.81,AMS,0.374,0.326,0.221,0.812,AMS,0.784,PAR,0.361,0.314,0.203,0.75,PAR,0.736,AMS,0.392,0.346,0.179,0.829,AMS,0.774,PAR,0.38,0.333,0.2,0.763,MAD,0.703,BIL,0.42,0.393,0.172
HAM,POR,0.867,BIL,0.861,AMS,0.347,0.268,0.236,0.869,BIL,0.841,PAR,0.375,0.315,0.218,0.815,AMS,0.808,PAR,0.367,0.303,0.2,0.795,BIL,0.792,PAR,0.401,0.353,0.176,0.809,AMS,0.781,PAR,0.383,0.33,0.193,0.813,BIL,0.782,PAR,0.413,0.386,0.167
HAM,LON,0.919,AMS,0.464,FRA,0.189,0.144,0.158,0.899,AMS,0.462,FRA,0.185,0.142,0.148,0.846,AMS,0.566,PAR,0.246,0.201,0.146,0.833,AMS,0.518,FRA,0.256,0.218,0.138,0.834,AMS,0.6,PAR,0.288,0.238,0.145,0.814,AMS,0.697,PAR,0.345,0.298,0.146
HAM,IST,1.0,SOF,0.902,MIL,0.443,0.449,0.243,1.0,SOF,0.908,MIL,0.457,0.446,0.228,1.0,SOF,0.837,MIL,0.436,0.438,0.203,1.0,SOF,0.827,MIL,0.458,0.414,0.19,1.0,SOF,0.878,MIL,0.488,0.495,0.2,1.0,SOF,0.854,MIL,0.479,0.482,0.191
HAM,SIN,1.0,LIS,0.857,AMS,0.412,0.362,0.259,1.0,LIS,0.86,MAD,0.44,0.364,0.244,1.0,LIS,0.801,AMS,0.413,0.362,0.228,1.0,LIS,0.801,PAR,0.463,0.44,0.2,1.0,LIS,0.838,AMS,0.415,0.356,0.23,1.0,LIS,0.757,BIL,0.451,0.42,0.187
HAM,MIL,0.78,AMS,0.683,GEN,0.225,0.156,0.203,0.701,AMS,0.632,GEN,0.212,0.153,0.192,0.685,AMS,0.599,FRA,0.252,0.199,0.165,0.624,PRA,0.607,AMS,0.239,0.218,0.17,0.658,AMS,0.626,PRA,0.271,0.245,0.164,0.672,AMS,0.621,GEN,0.264,0.265,0.178
HAM,LUX,0.87,AMS,0.684,FRA,0.228,0.179,0.178,0.792,AMS,0.721,FRA,0.236,0.181,0.16,0.813,AMS,0.671,FRA,0.265,0.219,0.155,0.742,AMS,0.702,FRA,0.288,0.256,0.138,0.807,AMS,0.712,FRA,0.324,0.288,0.156,0.763,FRA,0.756,AMS,0.367,0.322,0.147
HAM,TIR,0.935,MIL,0.77,AMS,0.346,0.303,0.215,0.945,MIL,0.753,GEN,0.337,0.287,0.221,0.876,MIL,0.707,AMS,0.383,0.371,0.18,0.875,MIL,0.693,PRA,0.385,0.362,0.173,0.889,MIL,0.761,AMS,0.419,0.409,0.178,0.903,MIL,0.709,PRA,0.422,0.417,0.166
HAM,POZ,0.632,BER,0.34,COP,0.144,0.117,0.102,0.639,BER,0.365,COP,0.147,0.124,0.105,0.527,BER,0.477,COP,0.169,0.119,0.114,0.56,BER,0.427,COP,0.168,0.128,0.102,0.538,BER,0.535,COP,0.186,0.139,0.118,0.542,BER,0.422,COP,0.191,0.161,0.099
HAM,THE,1.0,SOF,0.914,MIL,0.435,0.447,0.259,1.0,SOF,0.904,MIL,0.453,0.451,0.237,1.0,SOF,0.847,MIL,0.431,0.426,0.22,1.0,SOF,0.837,MIL,0.446,0.4,0.203,1.0,SOF,0.871,MIL,0.465,0.479,0.219,1.0,SOF,0.86,MIL,0.473,0.467,0.203
HAM,MAD,0.858,AMS,0.773,PAR,0.306,0.249,0.218,0.77,AMS,0.714,PAR,0.322,0.284,0.196,0.802,AMS,0.751,PAR,0.32,0.261,0.18,0.73,AMS,0.694,PAR,0.35,0.316,0.167,0.78,AMS,0.739,PAR,0.341,0.274,0.173,0.687,PAR,0.681,PRA,0.393,0.368,0.157
HAM,POD,1.0,ZAG,0.9,MIL,0.46,0.453,0.247,1.0,ZAG,0.88,MIL,0.468,0.46,0.223,1.0,ZAG,0.854,MIL,0.45,0.421,0.204,1.0,ZAG,0.86,MIL,0.49,0.458,0.183,1.0,ZAG,0.88,MIL,0.496,0.503,0.199,1.0,ZAG,0.859,MIL,0.52,0.48,0.171
